Date,AAPL,GS,TSLA
2022-08-04,165.80999755859375,331.8699951171875,308.6333312988281
2022-08-05,165.35000610351562,334.6700134277344,288.1700134277344
2022-08-08,164.8699951171875,334.67999267578125,290.42333984375
2022-08-09,164.9199981689453,336.6199951171875,283.3333435058594
2022-08-10,169.24000549316406,347.9100036621094,294.3566589355469
2022-08-11,168.49000549316406,351.67999267578125,286.6300048828125
2022-08-12,172.10000610351562,353.82000732421875,300.0299987792969
2022-08-15,173.19000244140625,355.8500061035156,309.32000732421875
2022-08-16,173.02999877929688,354.9700012207031,306.5633239746094
2022-08-17,174.5500030517578,353.739990234375,303.9966735839844
2022-08-18,174.14999389648438,354.5199890136719,302.8699951171875
2022-08-19,171.52000427246094,349.2699890136719,296.6666564941406
2022-08-22,167.57000732421875,342.4200134277344,289.913330078125
2022-08-23,167.22999572753906,340.17999267578125,296.4533386230469
2022-08-24,167.52999877929688,341.94000244140625,297.0966796875
2022-08-25,170.02999877929688,346.489990234375,296.07000732421875
2022-08-26,163.6199951171875,336.3999938964844,288.0899963378906
2022-08-29,161.3800048828125,333.9200134277344,284.82000732421875
2022-08-30,158.91000366210938,333.6300048828125,277.70001220703125
2022-08-31,157.22000122070312,332.6700134277344,275.6099853515625
2022-09-01,157.9600067138672,333.5,277.1600036621094
2022-09-02,155.80999755859375,331.4800109863281,270.2099914550781
2022-09-06,154.52999877929688,326.489990234375,274.4200134277344
2022-09-07,155.9600067138672,330.55999755859375,283.70001220703125
2022-09-08,154.4600067138672,335.3800048828125,289.260009765625
2022-09-09,157.3699951171875,340.1000061035156,299.67999267578125
2022-09-12,163.42999267578125,342.5799865722656,304.4200134277344
2022-09-13,153.83999633789062,328.3900146484375,292.1300048828125
2022-09-14,155.30999755859375,327.260009765625,302.6099853515625
2022-09-15,152.3699951171875,331.6199951171875,303.75
2022-09-16,150.6999969482422,326.2099914550781,303.3500061035156
2022-09-19,154.47999572753906,328.6600036621094,309.07000732421875
2022-09-20,156.89999389648438,323.260009765625,308.7300109863281
2022-09-21,153.72000122070312,320.7099914550781,300.79998779296875
2022-09-22,152.74000549316406,312.9200134277344,288.5899963378906
2022-09-23,150.42999267578125,301.9700012207031,275.3299865722656
